Issue Type,Dataset ID,Metadata ID,Submitter,Submission Date & Time,Title
DUPLICATE DATASET,7989,MF-187221999,arc,2020-12-03 00:00:00+00:00,Routine monitoring of upper ocean thermal fields in the seas around India.
DUPLICATE DATASET,500,NULL,V Samy,2020-12-03 00:00:00+00:00,Routine monitoring of upper ocean thermal fields in the seas around India.
DUPLICATE DATASET,488,NULL,V Samy,2020-12-03 00:00:00+00:00,Micro and Mesozeoplankton During VII Southern Ocean Expedition
DUPLICATE DATASET,7977,MF-797450143,arc,2020-12-03 00:00:00+00:00,Micro and Mesozeoplankton During VII Southern Ocean Expedition
DUPLICATE DATASET,7971,MF-2136407323,arc,2020-12-03 00:00:00+00:00,Biogeochemical response of Southern Ocean due to melting of Antarctic glaciers
DUPLICATE DATASET,482,NULL,V Samy,2020-12-03 00:00:00+00:00,Biogeochemical response of Southern Ocean due to melting of Antarctic glaciers
DUPLICATE DATASET,7984,MF-147809996,arc,2020-12-03 00:00:00+00:00,Marine Actinomycetes in Southern Ocean During VI SOE.
DUPLICATE DATASET,495,NULL,V Samy,2020-12-03 00:00:00+00:00,Marine Actinomycetes in Southern Ocean During VI SOE.
DUPLICATE DATASET,486,NULL,V Samy,2020-12-03 00:00:00+00:00,"Investigation of photosynthetic efficiency of phytoplankton and their relationship to different light regimes, biomass and composition of local phytoplankton community in the Indian Ocean sector of Southern Ocean."
DUPLICATE DATASET,7975,MF-2026290732,arc,2020-12-03 00:00:00+00:00,"Investigation of photosynthetic efficiency of phytoplankton and their relationship to different light regimes, biomass and composition of local phytoplankton community in the Indian Ocean sector of Southern Ocean."
DUPLICATE DATASET,485,NULL,V Samy,2020-12-03 00:00:00+00:00,Estimation of surface layer New production During VII Southern Ocean Expedition
DUPLICATE DATASET,7974,MF-1310388670,arc,2020-12-03 00:00:00+00:00,Estimation of surface layer New production During VII Southern Ocean Expedition
DUPLICATE DATASET,481,NULL,V Samy,2020-12-03 00:00:00+00:00,Routine monitoring of the upper ocean thermal fields in the seas around India.
DUPLICATE DATASET,7970,MF-1797703879,arc,2020-12-03 00:00:00+00:00,Routine monitoring of the upper ocean thermal fields in the seas around India.
DUPLICATE DATASET,7969,MF-702961977,arc,2020-12-03 00:00:00+00:00,Physical Oceanography During VII Southern Ocean Expedition
DUPLICATE DATASET,480,NULL,V Samy,2020-12-03 00:00:00+00:00,Physical Oceanography During VII Southern Ocean Expedition
DUPLICATE DATASET,7966,MF1602808151,arc,2020-12-02 00:00:00+00:00,Physical and chemical characterization of aerosol and aerosol forcing over regions of different optical domains.
DUPLICATE DATASET,477,NULL,V Samy,2020-12-02 00:00:00+00:00,Physical and chemical characterization of aerosol and aerosol forcing over regions of different optical domains.
DUPLICATE DATASET,469,NULL,V Samy,2020-12-02 00:00:00+00:00,Phytoplankton Productivity and Radiometric Measurements During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7958,MF-271326907,arc,2020-12-02 00:00:00+00:00,Phytoplankton Productivity and Radiometric Measurements During VIII Southern Ocean Expedition.
DUPLICATE DATASET,470,NULL,V Samy,2020-12-02 00:00:00+00:00,"Zooplankton Biomass, Diversity and Grazing During VIII Southern Ocean Expedition."
DUPLICATE DATASET,7959,MF61839084,arc,2020-12-02 00:00:00+00:00,"Zooplankton Biomass, Diversity and Grazing During VIII Southern Ocean Expedition."
DUPLICATE DATASET,467,NULL,V Samy,2020-12-02 00:00:00+00:00,Measurements of Dissolved Organic Nitrogen (DON) and Delta18O-NO3- Delta15N Compounds During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7956,MF-45348343,arc,2020-12-02 00:00:00+00:00,Measurements of Dissolved Organic Nitrogen (DON) and Delta18O-NO3- Delta15N Compounds During VIII Southern Ocean Expedition.
DUPLICATE DATASET,468,NULL,V Samy,2020-12-02 00:00:00+00:00,Phytoplankton Taxonomy and Physiological Studies During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7957,MF694279131,arc,2020-12-02 00:00:00+00:00,Phytoplankton Taxonomy and Physiological Studies During VIII Southern Ocean Expedition.
DUPLICATE DATASET,473,NULL,V Samy,2020-12-02 00:00:00+00:00,"Ecology, Diversity and Molecular Phylogeny of Marine Actinobacteria from SAF and PF During VIII Southern Ocean Expedition."
DUPLICATE DATASET,7962,MF2129833470,arc,2020-12-02 00:00:00+00:00,"Ecology, Diversity and Molecular Phylogeny of Marine Actinobacteria from SAF and PF During VIII Southern Ocean Expedition."
DUPLICATE DATASET,471,NULL,V Samy,2020-12-02 00:00:00+00:00,Micro and Mesozooplankton Biomass and Diversity During VIII Southern Ocean Expedition.
DUPLICATE DATASET,472,NULL,V Samy,2020-12-02 00:00:00+00:00,Micro and Mesozooplankton Biomass and Diversity During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7960,MF-1697753396,arc,2020-12-02 00:00:00+00:00,Micro and Mesozooplankton Biomass and Diversity During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7961,MF-578768882,arc,2020-12-02 00:00:00+00:00,Micro and Mesozooplankton Biomass and Diversity During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7953,MF74681786,arc,2020-12-02 00:00:00+00:00,Physical Oceanographic Processes During VIII Southern Ocean Expedition.
DUPLICATE DATASET,464,NULL,V Samy,2020-12-02 00:00:00+00:00,Physical Oceanographic Processes During VIII Southern Ocean Expedition.
DUPLICATE DATASET,474,NULL,V Samy,2020-12-02 00:00:00+00:00,Survey of Marine Mammals During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7963,MF648719857,arc,2020-12-02 00:00:00+00:00,Survey of Marine Mammals During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7964,MF1350156264,arc,2020-12-02 00:00:00+00:00,Investigations on the bio-optical characteristics of Southern Ocean Coastal waters using absorption spectra of phytoplankton size fractions
DUPLICATE DATASET,475,NULL,V Samy,2020-12-02 00:00:00+00:00,Investigations on the bio-optical characteristics of Southern Ocean Coastal waters using absorption spectra of phytoplankton size fractions
DUPLICATE DATASET,7955,MF-506361345,arc,2020-12-02 00:00:00+00:00,Nitrification Experiment During VIII Southern Ocean Expedition.
DUPLICATE DATASET,466,NULL,V Samy,2020-12-02 00:00:00+00:00,Nitrification Experiment During VIII Southern Ocean Expedition.
DUPLICATE DATASET,7965,MF1962969027,arc,2020-12-02 00:00:00+00:00,Carbon Flux over the Southern Ocean During VIII SOE.
DUPLICATE DATASET,476,NULL,V Samy,2020-12-02 00:00:00+00:00,Carbon Flux over the Southern Ocean During VIII SOE.
DUPLICATE DATASET,7954,MF502743064,arc,2020-12-02 00:00:00+00:00,"Carbon-di-oxide, Dissolved Gasses and Macro Nutrients."
DUPLICATE DATASET,465,NULL,V Samy,2020-12-02 00:00:00+00:00,"Carbon-di-oxide, Dissolved Gasses and Macro Nutrients."
DUPLICATE DATASET,478,NULL,V Samy,2020-12-02 00:00:00+00:00,Oceanic volatiles and their impact on atmospheric halogens and cloud-forming aerosols in the Southern Ocean
DUPLICATE DATASET,7967,MF534086070,arc,2020-12-02 00:00:00+00:00,Oceanic volatiles and their impact on atmospheric halogens and cloud-forming aerosols in the Southern Ocean
DUPLICATE DATASET,7939,MF430767373,arc,2020-11-19 00:00:00+00:00,Oceanic volatiles and their impact on atmospheric halogens and cloud-forming aerosols in the Southern Ocean
DUPLICATE DATASET,450,NULL,V Samy,2020-11-19 00:00:00+00:00,Oceanic volatiles and their impact on atmospheric halogens and cloud-forming aerosols in the Southern Ocean
DUPLICATE DATASET,7941,MF-1849124023,arc,2020-11-20 00:00:00+00:00,"Biogeochemistry of CO2 system, Oxygen and Nutrients in Southern Ocean"
DUPLICATE DATASET,452,NULL,V Samy,2020-11-20 00:00:00+00:00,"Biogeochemistry of CO2 system, Oxygen and Nutrients in Southern Ocean"
DUPLICATE DATASET,454,NULL,V Samy,2020-11-20 00:00:00+00:00,Microbiology and Carbon Biogeochemistry
DUPLICATE DATASET,7943,MF-1140669269,arc,2020-11-20 00:00:00+00:00,Microbiology and Carbon Biogeochemistry
DUPLICATE DATASET,7952,MF321595867,arc,2020-11-20 00:00:00+00:00,Impacts of Iodine Volatilisation from the Sea Surface
DUPLICATE DATASET,463,NULL,V Samy,2020-11-20 00:00:00+00:00,Impacts of Iodine Volatilisation from the Sea Surface
DUPLICATE DATASET,7951,MF-321444871,arc,2020-11-20 00:00:00+00:00,Synoptic Observations of the Trace Metal-Nutrient Distributions and Interactions in the Surface Waters of Southern Ocean
DUPLICATE DATASET,462,NULL,V Samy,2020-11-20 00:00:00+00:00,Synoptic Observations of the Trace Metal-Nutrient Distributions and Interactions in the Surface Waters of Southern Ocean
DUPLICATE DATASET,7950,MF-589293744,arc,2020-11-20 00:00:00+00:00,Oceanic Volatiles and their Impact on Atmospheric Halogens and Cloud-forming Aerosols in the Southern Ocean.
DUPLICATE DATASET,461,NULL,V Samy,2020-11-20 00:00:00+00:00,Oceanic Volatiles and their Impact on Atmospheric Halogens and Cloud-forming Aerosols in the Southern Ocean.
DUPLICATE DATASET,7948,MF-2004756988,arc,2020-11-20 00:00:00+00:00,Studies of Delta 13C and Delta18O of Atmospheric CO2 to Understand the Temporal Variation in the CO2 Sinking
DUPLICATE DATASET,459,NULL,V Samy,2020-11-20 00:00:00+00:00,Studies of Delta 13C and Delta18O of Atmospheric CO2 to Understand the Temporal Variation in the CO2 Sinking
DUPLICATE DATASET,7947,MF655555208,arc,2020-11-20 00:00:00+00:00,Spatio-temporal Variability of Aerosol and Associated Radiative Forcing - In Response to Local Meteorological Variability and Effects of Long Range Transport Over Indian Sector of Southern Ocean
DUPLICATE DATASET,458,NULL,V Samy,2020-11-20 00:00:00+00:00,Spatio-temporal Variability of Aerosol and Associated Radiative Forcing - In Response to Local Meteorological Variability and Effects of Long Range Transport Over Indian Sector of Southern Ocean
DUPLICATE DATASET,7945,MF1567622986,arc,2020-11-20 00:00:00+00:00,Zooplankton Biomass and Diversity.
DUPLICATE DATASET,456,NULL,V Samy,2020-11-20 00:00:00+00:00,Zooplankton Biomass and Diversity.
DUPLICATE DATASET,7944,MF-1800000849,arc,2020-11-20 00:00:00+00:00,"Phytoplankton Biomass, Productivity, Absorption and Suspended Matter."
DUPLICATE DATASET,455,NULL,V Samy,2020-11-20 00:00:00+00:00,"Phytoplankton Biomass, Productivity, Absorption and Suspended Matter."
DUPLICATE DATASET,7940,MF395543658,arc,2020-11-20 00:00:00+00:00,Physical Oceanographic Processes
DUPLICATE DATASET,451,NULL,V Samy,2020-11-20 00:00:00+00:00,Physical Oceanographic Processes
DUPLICATE DATASET,7942,MF-1620553560,arc,2020-11-20 00:00:00+00:00,Chemistry of Particulate Organic Matter
DUPLICATE DATASET,453,NULL,V Samy,2020-11-20 00:00:00+00:00,Chemistry of Particulate Organic Matter
DUPLICATE DATASET,7946,MF-1832566716,arc,2020-11-20 00:00:00+00:00,"Study on Boron, Silicon and Neodymium Isotopes of Southern Ocean to understand Carbon and Silica Cycling and Ocean Circulation"
DUPLICATE DATASET,457,NULL,V Samy,2020-11-20 00:00:00+00:00,"Study on Boron, Silicon and Neodymium Isotopes of Southern Ocean to understand Carbon and Silica Cycling and Ocean Circulation"
DUPLICATE DATASET,7949,MF288730353,arc,2020-11-20 00:00:00+00:00,Isotopic Characterization of the Hydrological Cycle over the Southern Ocean
DUPLICATE DATASET,460,NULL,V Samy,2020-11-20 00:00:00+00:00,Isotopic Characterization of the Hydrological Cycle over the Southern Ocean
DUPLICATE DATASET,445,NULL,V Samy,2020-11-19 00:00:00+00:00,Quantitative reconstruction of past Southern Ocean and Southern Indian Ocean climate and its teleconnection with the Indian Monsoon
DUPLICATE DATASET,7934,MF-38592753,arc,2020-11-19 00:00:00+00:00,Quantitative reconstruction of past Southern Ocean and Southern Indian Ocean climate and its teleconnection with the Indian Monsoon
DUPLICATE DATASET,439,NULL,V Samy,2020-11-19 00:00:00+00:00,Southern Ocean Carbon and Climate observations and Modeling
DUPLICATE DATASET,7928,MF-1816866965,arc,2020-11-19 00:00:00+00:00,Southern Ocean Carbon and Climate observations and Modeling
DUPLICATE DATASET,444,NULL,V Samy,2020-11-19 00:00:00+00:00,Study of paleoclimatology and paleoceanography of the Indian Sector of the Southern Ocean
DUPLICATE DATASET,7933,MF-862366320,arc,2020-11-19 00:00:00+00:00,Study of paleoclimatology and paleoceanography of the Indian Sector of the Southern Ocean
DUPLICATE DATASET,448,NULL,V Samy,2020-11-19 00:00:00+00:00,Study of Cephalopods in South Indian Ocean and Indian sector of Southern Ocean
DUPLICATE DATASET,7937,MF1360239488,arc,2020-11-19 00:00:00+00:00,Study of Cephalopods in South Indian Ocean and Indian sector of Southern Ocean
DUPLICATE DATASET,7929,MF1996874605,arc,2020-11-19 00:00:00+00:00,In-situ and satellite optical characterization of Southern Ocean waters to understand phytoplankton functional types and ecosystem functioning
DUPLICATE DATASET,440,NULL,V Samy,2020-11-19 00:00:00+00:00,In-situ and satellite optical characterization of Southern Ocean waters to understand phytoplankton functional types and ecosystem functioning
DUPLICATE DATASET,7930,MF687025694,arc,2020-11-19 00:00:00+00:00,Biogeochemistry along coastal Antarctica (Prydz bay) and different frontal system of Indian Sector of Southern Ocean
DUPLICATE DATASET,441,NULL,V Samy,2020-11-19 00:00:00+00:00,Biogeochemistry along coastal Antarctica (Prydz bay) and different frontal system of Indian Sector of Southern Ocean
DUPLICATE DATASET,443,NULL,V Samy,2020-11-19 00:00:00+00:00,"Zooplankton diversity, migration and biogeochemical studies"
DUPLICATE DATASET,7932,MF1187394985,arc,2020-11-19 00:00:00+00:00,"Zooplankton diversity, migration and biogeochemical studies"
DUPLICATE DATASET,7927,MF1902786312,arc,2020-11-19 00:00:00+00:00,Hydrodynamics of the Indian Ocean sector of the Southern Ocean.
DUPLICATE DATASET,438,NULL,V Samy,2020-11-19 00:00:00+00:00,Hydrodynamics of the Indian Ocean sector of the Southern Ocean.
DUPLICATE DATASET,442,NULL,V Samy,2020-11-19 00:00:00+00:00,"Phytoplankton taxonomy, physiology and biogeochemical studies"
DUPLICATE DATASET,7931,MF-1813275453,arc,2020-11-19 00:00:00+00:00,"Phytoplankton taxonomy, physiology and biogeochemical studies"
DUPLICATE DATASET,7938,MF1247982761,arc,2020-11-19 00:00:00+00:00,Study of Metrology and Atmospheric Aerosols
DUPLICATE DATASET,449,NULL,V Samy,2020-11-19 00:00:00+00:00,Study of Metrology and Atmospheric Aerosols
DUPLICATE DATASET,447,NULL,V Samy,2020-11-19 00:00:00+00:00,Screening of microorganism from Indian sector of Southern Ocean for antimicrobial activity with their molecular characterization
DUPLICATE DATASET,7936,MF-1327536366,arc,2020-11-19 00:00:00+00:00,Screening of microorganism from Indian sector of Southern Ocean for antimicrobial activity with their molecular characterization
DUPLICATE DATASET,7935,MF2050023483,arc,2020-11-19 00:00:00+00:00,Study of Mercury and Methyl mercury in the lower food-web of Indian sector of Southern Ocean
DUPLICATE DATASET,446,NULL,V Samy,2020-11-19 00:00:00+00:00,Study of Mercury and Methyl mercury in the lower food-web of Indian sector of Southern Ocean
DUPLICATE DATASET,437,NULL,V Samy,2020-10-15 00:00:00+00:00,"Chemical characteristics of cryoconite holes and snow in Larsemann Hills, Antarctica over the melt season"
DUPLICATE DATASET,7926,MF214274926,arc,2020-10-15 00:00:00+00:00,"Chemical characteristics of cryoconite holes and snow in Larsemann Hills, Antarctica over the melt season"
DUPLICATE DATASET,7895,MF1311130099,arc,2020-10-12 00:00:00+00:00,Meteorological Parameters and Ozone Hole Phenomenon at Schirmacher Oasis Antarctica during 2008.
DUPLICATE DATASET,406,NULL,V Samy,2020-10-12 00:00:00+00:00,Meteorological Parameters and Ozone Hole Phenomenon at Schirmacher Oasis Antarctica during 2008.
DUPLICATE DATASET,7894,MF-429854329,arc,2020-10-12 00:00:00+00:00,"Glaciological Observations In and Around Schirmacher Oasis, East Antarctica during 27th Indian Antarctic Expedition"
DUPLICATE DATASET,405,NULL,V Samy,2020-10-12 00:00:00+00:00,"Glaciological Observations In and Around Schirmacher Oasis, East Antarctica during 27th Indian Antarctic Expedition"
DUPLICATE DATASET,7893,MF1068226375,arc,2020-10-12 00:00:00+00:00,"Ground Penetrating Radar Survey for Detection of Shelf Ice Depth and Its Spatial Variation in Central Dronning Maud Land, East Antarctica."
DUPLICATE DATASET,404,NULL,V Samy,2020-10-12 00:00:00+00:00,"Ground Penetrating Radar Survey for Detection of Shelf Ice Depth and Its Spatial Variation in Central Dronning Maud Land, East Antarctica."
DUPLICATE DATASET,403,NULL,V Samy,2020-10-12 00:00:00+00:00,Temporal and Spatial Variations of Energy Fluxes of Different Snow and Ice Media in Antarctica Using Radio Based Remote Telemetry System Data.
DUPLICATE DATASET,7892,MF-1264127224,arc,2020-10-12 00:00:00+00:00,Temporal and Spatial Variations of Energy Fluxes of Different Snow and Ice Media in Antarctica Using Radio Based Remote Telemetry System Data.
DUPLICATE DATASET,7915,MF-457636831,arc,2020-10-12 00:00:00+00:00,"Commissioning of Space Physics Laboratory at Indian Permanent Research Base Maitri, Antarctica to study the impact of space weather events on high latitude ionospheric region."
DUPLICATE DATASET,426,NULL,V Samy,2020-10-12 00:00:00+00:00,"Commissioning of Space Physics Laboratory at Indian Permanent Research Base Maitri, Antarctica to study the impact of space weather events on high latitude ionospheric region."
DUPLICATE DATASET,430,NULL,V Samy,2020-10-12 00:00:00+00:00,"Assessment of total mercury in the freshwater lakes of Schirmacher and Larsemann Hills, Antarctica."
DUPLICATE DATASET,7919,MF-1253502272,arc,2020-10-12 00:00:00+00:00,"Assessment of total mercury in the freshwater lakes of Schirmacher and Larsemann Hills, Antarctica."
DUPLICATE DATASET,7910,MF1425233504,arc,2020-10-12 00:00:00+00:00,Summer Period Communication Services at Maitri.
DUPLICATE DATASET,421,NULL,V Samy,2020-10-12 00:00:00+00:00,Summer Period Communication Services at Maitri.
DUPLICATE DATASET,7909,MF-1600373642,arc,2020-10-12 00:00:00+00:00,Winter Period Communication Services at Maitri.
DUPLICATE DATASET,420,NULL,V Samy,2020-10-12 00:00:00+00:00,Winter Period Communication Services at Maitri.
DUPLICATE DATASET,7918,MF-1401541576,arc,2020-10-12 00:00:00+00:00,Large Scale Mapping of Schirmarcher Oasis and Larsemann Hills.
DUPLICATE DATASET,429,NULL,V Samy,2020-10-12 00:00:00+00:00,Large Scale Mapping of Schirmarcher Oasis and Larsemann Hills.
DUPLICATE DATASET,408,NULL,V Samy,2020-10-12 00:00:00+00:00,Aerosol Characteristics over parts of East Antarctica.
DUPLICATE DATASET,7897,MF1795963969,arc,2020-10-12 00:00:00+00:00,Aerosol Characteristics over parts of East Antarctica.
DUPLICATE DATASET,7921,MF2053344024,arc,2020-10-12 00:00:00+00:00,"Studies of water and wastewater quality at Indian Scientific Base Maitri, east Antarctica during XXVIII ISEA."
DUPLICATE DATASET,432,NULL,V Samy,2020-10-12 00:00:00+00:00,"Studies of water and wastewater quality at Indian Scientific Base Maitri, east Antarctica during XXVIII ISEA."
DUPLICATE DATASET,7908,MF527427237,arc,2020-10-12 00:00:00+00:00,"Assessment of Psychological Health and Morbidity, Adaptation and Cognitive Functioning During 27th Indian Antarctic Expedition."
DUPLICATE DATASET,419,NULL,V Samy,2020-10-12 00:00:00+00:00,"Assessment of Psychological Health and Morbidity, Adaptation and Cognitive Functioning During 27th Indian Antarctic Expedition."
DUPLICATE DATASET,7923,MF1915439570,arc,2020-10-12 00:00:00+00:00,A preliminary study on the effects of temperature variability on the metabolic rates of Antarctic Krill under laboratory conditions.
DUPLICATE DATASET,434,NULL,V Samy,2020-10-12 00:00:00+00:00,A preliminary study on the effects of temperature variability on the metabolic rates of Antarctic Krill under laboratory conditions.
DUPLICATE DATASET,7924,MF1409461554,arc,2020-10-12 00:00:00+00:00,"Diversity and ecophysiology of lichens in Schirmacher Oasis, Antarctica."
DUPLICATE DATASET,435,NULL,V Samy,2020-10-12 00:00:00+00:00,"Diversity and ecophysiology of lichens in Schirmacher Oasis, Antarctica."
DUPLICATE DATASET,7925,MF-236910987,arc,2020-10-12 00:00:00+00:00,Status and distribution of birds in Southern Indian Ocean and Antarctica with special reference to climate change.
DUPLICATE DATASET,436,NULL,V Samy,2020-10-12 00:00:00+00:00,Status and distribution of birds in Southern Indian Ocean and Antarctica with special reference to climate change.
DUPLICATE DATASET,7906,MF-1168855871,arc,2020-10-12 00:00:00+00:00,Upper Ocean Geostrophic Current and Volume Transport Across Meridional Transects in the Indian Sector of Southern Ocean.
DUPLICATE DATASET,417,NULL,V Samy,2020-10-12 00:00:00+00:00,Upper Ocean Geostrophic Current and Volume Transport Across Meridional Transects in the Indian Sector of Southern Ocean.
DUPLICATE DATASET,416,NULL,V Samy,2020-10-12 00:00:00+00:00,Hydrographic Survey by the NHO Off-Princess Astrid Coast and Larsemann Hills During January-March 2008.
DUPLICATE DATASET,7905,MF41819136,arc,2020-10-12 00:00:00+00:00,Hydrographic Survey by the NHO Off-Princess Astrid Coast and Larsemann Hills During January-March 2008.
DUPLICATE DATASET,412,NULL,V Samy,2020-10-12 00:00:00+00:00,Some Diatoms Reported from East Antarctica.
DUPLICATE DATASET,7901,MF1148107366,arc,2020-10-12 00:00:00+00:00,Some Diatoms Reported from East Antarctica.
DUPLICATE DATASET,7904,MF647630091,arc,2020-10-12 00:00:00+00:00,Exploration of Faunal Diversity of Moss-inhabiting Terrestrial Invertebrates of Schirmacher Oasis and Larsemann Hills Along with some observations on Birds.
DUPLICATE DATASET,415,NULL,V Samy,2020-10-12 00:00:00+00:00,Exploration of Faunal Diversity of Moss-inhabiting Terrestrial Invertebrates of Schirmacher Oasis and Larsemann Hills Along with some observations on Birds.
DUPLICATE DATASET,7903,MF697313424,arc,2020-10-12 00:00:00+00:00,"Some Observations on the Birds and Mammals In India Bay, Russian Bay and Larsemann Hills."
DUPLICATE DATASET,414,NULL,V Samy,2020-10-12 00:00:00+00:00,"Some Observations on the Birds and Mammals In India Bay, Russian Bay and Larsemann Hills."
DUPLICATE DATASET,7902,MF-836910266,arc,2020-10-12 00:00:00+00:00,"Recording Aerobic Culturable Microbial Load of Soil Core Samples from Larsemann Hills, East Antarctica."
DUPLICATE DATASET,413,NULL,V Samy,2020-10-12 00:00:00+00:00,"Recording Aerobic Culturable Microbial Load of Soil Core Samples from Larsemann Hills, East Antarctica."
DUPLICATE DATASET,7900,MF143726109,arc,2020-10-12 00:00:00+00:00,Physico-Chemical Analysis of Waste Materials Produced at Indian Scientific Base Maitri in Antarctica.
DUPLICATE DATASET,411,NULL,V Samy,2020-10-12 00:00:00+00:00,Physico-Chemical Analysis of Waste Materials Produced at Indian Scientific Base Maitri in Antarctica.
DUPLICATE DATASET,7899,MF853090250,arc,2020-10-12 00:00:00+00:00,"Study of Solar-Terrestrial Interaction Based on Magnetic Field Observations from Bharati Station, Larsemann Hills, Antarctica."
DUPLICATE DATASET,410,NULL,V Samy,2020-10-12 00:00:00+00:00,"Study of Solar-Terrestrial Interaction Based on Magnetic Field Observations from Bharati Station, Larsemann Hills, Antarctica."
DUPLICATE DATASET,7898,MF806778056,arc,2020-10-12 00:00:00+00:00,"Response of the Ionosphere During the Low Solar Activity Period 2008 Over Maitri, Antarctica"
DUPLICATE DATASET,409,NULL,V Samy,2020-10-12 00:00:00+00:00,"Response of the Ionosphere During the Low Solar Activity Period 2008 Over Maitri, Antarctica"
DUPLICATE DATASET,402,NULL,V Samy,2020-10-12 00:00:00+00:00,Scientific Activities of National Geophysical Research Institute at Maitri Station During 27th Indian Antarctic Expedition.
DUPLICATE DATASET,7891,MF-1449587078,arc,2020-10-12 00:00:00+00:00,Scientific Activities of National Geophysical Research Institute at Maitri Station During 27th Indian Antarctic Expedition.
DUPLICATE DATASET,428,NULL,V Samy,2020-10-12 00:00:00+00:00,Hydrodynamics of the Indian Ocean sector of coastal Antarctica.
DUPLICATE DATASET,7917,MF-1258431576,arc,2020-10-12 00:00:00+00:00,Hydrodynamics of the Indian Ocean sector of coastal Antarctica.
DUPLICATE DATASET,7896,MF1246918348,arc,2020-10-12 00:00:00+00:00,"A Comparative Study of VLF Signals from Several Transmitters around the World as Observed from Maitri Station, Antarctica."
DUPLICATE DATASET,407,NULL,V Samy,2020-10-12 00:00:00+00:00,"A Comparative Study of VLF Signals from Several Transmitters around the World as Observed from Maitri Station, Antarctica."
DUPLICATE DATASET,7907,MF-664055518,arc,2020-10-12 00:00:00+00:00,Morbidity Pattern in the 27th Indian Antarctic Expedition.
DUPLICATE DATASET,418,NULL,V Samy,2020-10-12 00:00:00+00:00,Morbidity Pattern in the 27th Indian Antarctic Expedition.
DUPLICATE DATASET,7911,MF31641616,arc,2020-10-12 00:00:00+00:00,"Installation of the First SATCOM Link Between Maitri, Antarctica and India."
DUPLICATE DATASET,422,NULL,V Samy,2020-10-12 00:00:00+00:00,"Installation of the First SATCOM Link Between Maitri, Antarctica and India."
DUPLICATE DATASET,7914,MF-2114994637,arc,2020-10-12 00:00:00+00:00,"Meteorological programme at Maitri, Antarctica during 28th expedition."
DUPLICATE DATASET,425,NULL,V Samy,2020-10-12 00:00:00+00:00,"Meteorological programme at Maitri, Antarctica during 28th expedition."
DUPLICATE DATASET,7916,MF-329946784,arc,2020-10-12 00:00:00+00:00,"Surface measurements of atmospheric electrical parameters at Maitri, Antarctica: Preliminary results."
DUPLICATE DATASET,427,NULL,V Samy,2020-10-12 00:00:00+00:00,"Surface measurements of atmospheric electrical parameters at Maitri, Antarctica: Preliminary results."
DUPLICATE DATASET,424,NULL,V Samy,2020-10-12 00:00:00+00:00,Characterization of Atmospheric aerosols over Indian Antarctic station during the Southern Hemispheric summer of 2008-2009.
DUPLICATE DATASET,7913,MF-761925082,arc,2020-10-12 00:00:00+00:00,Characterization of Atmospheric aerosols over Indian Antarctic station during the Southern Hemispheric summer of 2008-2009.
DUPLICATE DATASET,7920,MF1070239106,arc,2020-10-12 00:00:00+00:00,Studies on surface and sub-surface snow samples from the coastal and inland regions of East Antarctica.
DUPLICATE DATASET,431,NULL,V Samy,2020-10-12 00:00:00+00:00,Studies on surface and sub-surface snow samples from the coastal and inland regions of East Antarctica.
DUPLICATE DATASET,7922,MF670394226,arc,2020-10-12 00:00:00+00:00,Effect of Antarctic Environment on Immune Response of Indian Expedition Members.
DUPLICATE DATASET,433,NULL,V Samy,2020-10-12 00:00:00+00:00,Effect of Antarctic Environment on Immune Response of Indian Expedition Members.
DUPLICATE DATASET,423,NULL,V Samy,2020-10-12 00:00:00+00:00,Trace elemental variability in aerosols near the two Indian Antarctic research stations during austral summer.
DUPLICATE DATASET,7912,MF-1680161851,arc,2020-10-12 00:00:00+00:00,Trace elemental variability in aerosols near the two Indian Antarctic research stations during austral summer.
DUPLICATE DATASET,7881,MF1316220995,arc,2020-10-08 00:00:00+00:00,Hydrodynamics along Meridional Transects in the Southwest Indian Ocean Sector of the Southern Ocean during Austral Summer 2007.
DUPLICATE DATASET,392,NULL,V Samy,2020-10-08 00:00:00+00:00,Hydrodynamics along Meridional Transects in the Southwest Indian Ocean Sector of the Southern Ocean during Austral Summer 2007.
DUPLICATE DATASET,400,NULL,V Samy,2020-10-08 00:00:00+00:00,"Multi-proxy Studies on Late Quaternary Lake Sediments from Schirmacher Oasis, East Antarctica."
DUPLICATE DATASET,7889,MF-1961563578,arc,2020-10-08 00:00:00+00:00,"Multi-proxy Studies on Late Quaternary Lake Sediments from Schirmacher Oasis, East Antarctica."
DUPLICATE DATASET,7885,MF548077926,arc,2020-10-08 00:00:00+00:00,"Magnetic Fabric Studies in Larsemann Hills, Prydz Bay Region, East Antarctica."
DUPLICATE DATASET,396,NULL,V Samy,2020-10-08 00:00:00+00:00,"Magnetic Fabric Studies in Larsemann Hills, Prydz Bay Region, East Antarctica."
